"LabID","SiteName","SiteID","Country","Province","Age","Error","MedianBP","Date","Taxa","Material","Condition","d13C","Method","OneSigma_BP_1","OneSigma_BP_2","OneSigma_BP_3","OneSigma_BP_4","OneSigma_BP_5","OneSigma_BP_6","OneSigma_BP_7","TwoSigma_BP_1","TwoSigma_BP_2","TwoSigma_BP_3","TwoSigma_BP_4","TwoSigma_BP_5","TwoSigma_BP_6","Source"
"Beta-325660","Las Capas","AA:12:111","USA","Arizona",2860,30,2978,-1029,"Zea mays","maize",NA,-24.5,"AMS","3057 to 3044","3030 to 3017","3004 to 2930","2897 to 2887",NA,NA,NA,"3070 to 2875",NA,NA,NA,NA,NA,"p3k14c"
"Beta-325661","Las Capas","AA:12:111","USA","Arizona",2880,30,3008,-1059,"Zea mays","maize",NA,-10.2,"AMS","3060 to 3011","3008 to 2961",NA,NA,NA,NA,NA,"3145 to 3123","3110 to 3094","3078 to 2922","2904 to 2882",NA,NA,"p3k14c"
"Beta-325662","Las Capas","AZ AA:12:111","USA","Arizona",3010,30,3203,-1254,"Zea mays","Maize",NA,-10.5,"AMS","3320 to 3304","3246 to 3161",NA,NA,NA,NA,NA,"3334 to 3289","3263 to 3136","3131 to 3106","3095 to 3077",NA,NA,"p3k14c"
"Beta-325663","Las Capas","AA:12:111","USA","Arizona",2930,30,3082,-1133,"Zea mays","maize",NA,-11,"AMS","3149 to 3090","3082 to 3056","3046 to 3029","3018 to 3005",NA,NA,NA,"3169 to 2991","2985 to 2965",NA,NA,NA,NA,"p3k14c"
"Beta-325664","Las Capas","AA:12:111","USA","Arizona",2930,30,3082,-1133,"Zea mays","maize",NA,-10.8,"AMS","3149 to 3090","3082 to 3056","3046 to 3029","3018 to 3005",NA,NA,NA,"3169 to 2991","2985 to 2965",NA,NA,NA,NA,"p3k14c"
"Beta-329232","Montoya Site","LA 88891","USA","New Mexico",3610,30,3918,-1969,"Zea mays","maize cob",NA,NA,"AMS","3973 to 3942","3932 to 3877",NA,NA,NA,NA,NA,"4062 to 4048","3985 to 3836",NA,NA,NA,NA,"CARD"
"Beta-330166","Montoya Site","LA 88891","USA","New Mexico",3640,30,3953,-2004,"Zea mays","maize cob",NA,NA,"AMS","4059 to 4051","3984 to 3900",NA,NA,NA,NA,NA,"4083 to 4032","4006 to 3870","3859 to 3849",NA,NA,NA,"CARD"
"Beta-330516",NA,"42Cb2910","USA","Utah",1210,30,1128,822,"Zea mays","Zea Mays",NA,-10.5,NA,"1175 to 1175","1166 to 1115","1105 to 1073",NA,NA,NA,NA,"1260 to 1255","1247 to 1210","1177 to 1059",NA,NA,NA,"p3k14c"
"Beta-330517",NA,"42Cb2910","USA","Utah",1170,30,1088,862,"Zea mays","Zea Mays",NA,-10.4,NA,"1175 to 1163","1124 to 1058","1021 to 1007",NA,NA,NA,NA,"1175 to 1051","1033 to 976",NA,NA,NA,NA,"p3k14c"
"Beta-330519",NA,"42Dc3053","USA","Utah",900,30,800,1150,"Zea mays","Zea Mays",NA,-10.1,NA,"900 to 870","796 to 768","765 to 737",NA,NA,NA,NA,"908 to 863","859 to 844","834 to 732",NA,NA,NA,"p3k14c"
"Beta-330520",NA,"42Dc3053","USA","Utah",1520,30,1388,562,"Zea mays","Zea Mays",NA,NA,NA,"1407 to 1355",NA,NA,NA,NA,NA,NA,"1514 to 1486","1474 to 1450","1442 to 1434","1420 to 1344","1326 to 1314",NA,"p3k14c"
"Beta-331683","Warren Mounds","42Wb0057","USA","Utah",830,30,726,1224,"Zea mays","Maize",NA,-10.4,"AMS","769 to 764","738 to 688",NA,NA,NA,NA,NA,"783 to 683",NA,NA,NA,NA,NA,"p3k14c"
"Beta-331684","Kays Cabin","42Ut0813","USA","Utah",1130,30,1020,930,"Zea mays","Maize",NA,-11.8,NA,"1062 to 1047","1037 to 975",NA,NA,NA,NA,NA,"1174 to 1165","1120 to 1098","1075 to 958",NA,NA,NA,"p3k14c"
"Beta-331685","Kays Cabin","42Ut0813","USA","Utah",920,30,840,1110,"Zea mays","Maize",NA,-9.9,NA,"905 to 865","856 to 846","830 to 785",NA,NA,NA,NA,"914 to 771","761 to 741",NA,NA,NA,NA,"p3k14c"
"Beta-331686","Kays Cabin","42Ut0813","USA","Utah",820,30,717,1233,"Zea mays","Maize",NA,-9.1,NA,"732 to 687",NA,NA,NA,NA,NA,NA,"782 to 780","775 to 754","752 to 677",NA,NA,NA,"p3k14c"
"Beta-331687","Kays Cabin","42Ut0813","USA","Utah",930,30,847,1103,"Zea mays","Maize",NA,-9.6,NA,"905 to 865","856 to 846","830 to 791",NA,NA,NA,NA,"918 to 773","757 to 749",NA,NA,NA,NA,"p3k14c"
"Beta-333930","Las Capas","AA:12:111","USA","Arizona",2530,30,2612,-663,"Zea mays","maize 12-row cob fragment",NA,-10,"AMS","2727 to 2699","2633 to 2616","2585 to 2537","2529 to 2519",NA,NA,NA,"2741 to 2681","2653 to 2653","2646 to 2612","2599 to 2494",NA,NA,"p3k14c"
"Beta-333931","Las Capas","AZ AA:12:111","USA","Arizona",4640,30,5408,-3459,"Zea mays","Maize cob fragment",NA,-10.3,"AMS","5445 to 5387","5327 to 5317",NA,NA,NA,NA,NA,"5464 to 5371","5362 to 5342","5334 to 5310",NA,NA,NA,"p3k14c"
"Beta-333932","Las Capas","AA:12:111","USA","Arizona",2630,30,2752,-803,"Zea mays","maize cupule",NA,-9.9,"AMS","2761 to 2740",NA,NA,NA,NA,NA,NA,"2839 to 2833","2779 to 2724",NA,NA,NA,NA,"p3k14c"
"Beta-333934","Las Capas","AA:12:111","USA","Arizona",2730,30,2817,-868,"Zea mays","maize kernel",NA,-8.7,"AMS","2849 to 2837","2834 to 2781",NA,NA,NA,NA,NA,"2877 to 2759",NA,NA,NA,NA,NA,"p3k14c"
"Beta-333936","Las Capas","AA:12:111","USA","Arizona",2660,30,2767,-818,"Zea mays","maize cupules and kernels",NA,-11.2,"AMS","2779 to 2746",NA,NA,NA,NA,NA,NA,"2847 to 2808","2792 to 2740",NA,NA,NA,NA,"p3k14c"
"Beta-333937","Las Capas","AA:12:111","USA","Arizona",2720,30,2813,-864,"Zea mays","maize cupule",NA,-10.2,"AMS","2847 to 2813","2808 to 2808","2806 to 2777",NA,NA,NA,NA,"2868 to 2759",NA,NA,NA,NA,NA,"p3k14c"
"Beta-333938","Las Capas","AA:12:111","USA","Arizona",2700,30,2801,-852,"Zea mays","maize kernel",NA,-7.9,"AMS","2845 to 2819","2790 to 2759",NA,NA,NA,NA,NA,"2853 to 2755",NA,NA,NA,NA,NA,"p3k14c"
"Beta-333939","Las Capas","AA:12:111","USA","Arizona",2980,30,3155,-1206,"Zea mays","maize 14-row cob fragment",NA,-10.8,"AMS","3210 to 3142","3125 to 3108","3093 to 3077",NA,NA,NA,NA,"3323 to 3302","3248 to 3061","3039 to 3034","3012 to 3007",NA,NA,"p3k14c"
"Beta-333940","Las Capas","AA:12:111","USA","Arizona",2920,30,3065,-1116,"Zea mays","maize 8-row cob fragment",NA,-10.1,"AMS","3143 to 3124","3109 to 3093","3078 to 3001",NA,NA,NA,NA,"3163 to 2990","2986 to 2965",NA,NA,NA,NA,"p3k14c"
"Beta-33794/ETH-5947",NA,"42To0504","USA","Utah",1290,70,1207,743,"Zea mays","Zea Mays",NA,NA,"AMS","1291 to 1176","1159 to 1149","1139 to 1131",NA,NA,NA,NA,"1342 to 1329","1311 to 1059","1016 to 1012",NA,NA,NA,"p3k14c"
"Beta-338653","Wolf Village","42Ut0273","USA","Utah",920,30,840,1110,"Zea mays","Maize",NA,-10.9,"AMS","905 to 865","856 to 846","830 to 785",NA,NA,NA,NA,"914 to 771","761 to 741",NA,NA,NA,NA,"p3k14c"
"Beta-338654","Wolf Village","42Ut0273","USA","Utah",910,30,824,1126,"Zea mays","Maize",NA,-8.7,"AMS","902 to 868","855 to 849","824 to 810","802 to 772","758 to 748",NA,NA,"909 to 842","835 to 736",NA,NA,NA,NA,"p3k14c"
"Beta-338655","Wolf Village","42Ut0273","USA","Utah",900,30,800,1150,"Zea mays","Maize",NA,-10.2,"AMS","900 to 870","796 to 768","765 to 737",NA,NA,NA,NA,"908 to 863","859 to 844","834 to 732",NA,NA,NA,"p3k14c"
"Beta-339685","Las Capas","AA:12:111","USA","Arizona",2720,30,2813,-864,"Zea mays","maize",NA,-8.5,"AMS","2847 to 2813","2808 to 2808","2806 to 2777",NA,NA,NA,NA,"2868 to 2759",NA,NA,NA,NA,NA,"p3k14c"
"Beta-339686","Las Capas","AA:12:111","USA","Arizona",2500,30,2585,-636,"Zea mays","maize",NA,-10.3,"AMS","2714 to 2695","2639 to 2614","2594 to 2511","2508 to 2499",NA,NA,NA,"2726 to 2488","2477 to 2468",NA,NA,NA,NA,"p3k14c"
"Beta-339688","Las Capas","AA:12:111","USA","Arizona",2560,30,2715,-766,"Zea mays","maize",NA,-10.9,"AMS","2746 to 2705","2628 to 2620","2555 to 2545",NA,NA,NA,NA,"2753 to 2697","2637 to 2615","2592 to 2514","2505 to 2501",NA,NA,"p3k14c"
"Beta-339689","Las Capas","AA:12:111","USA","Arizona",2490,30,2584,-635,"Zea mays","maize",NA,-23.5,"AMS","2707 to 2684","2644 to 2628","2621 to 2612","2598 to 2495",NA,NA,NA,"2723 to 2463","2449 to 2435",NA,NA,NA,NA,"p3k14c"
"Beta-339690","Las Capas","AA:12:111","USA","Arizona",2600,30,2741,-792,"Zea mays","maize",NA,-10.2,"AMS","2752 to 2729",NA,NA,NA,NA,NA,NA,"2766 to 2709","2626 to 2622",NA,NA,NA,NA,"p3k14c"
"Beta-339693","Las Capas","AA:12:111 (ASM)","USA","Arizona",2500,30,2585,-636,"Zea mays","unknown",NA,-10.8,"AMS","2714 to 2695","2639 to 2614","2594 to 2511","2508 to 2499",NA,NA,NA,"2726 to 2488","2477 to 2468",NA,NA,NA,NA,"p3k14c"
"Beta-339694","Las Capas","AA:12:111 (ASM)","USA","Arizona",2500,30,2585,-636,"Zea mays","unknown",NA,-10,"AMS","2714 to 2695","2639 to 2614","2594 to 2511","2508 to 2499",NA,NA,NA,"2726 to 2488","2477 to 2468",NA,NA,NA,NA,"p3k14c"
"Beta-339695","Las Capas","AA:12:111 (ASM)","USA","Arizona",2530,30,2612,-663,"Zea mays","unknown",NA,-9.8,"AMS","2727 to 2699","2633 to 2616","2585 to 2537","2529 to 2519",NA,NA,NA,"2741 to 2681","2653 to 2653","2646 to 2612","2599 to 2494",NA,NA,"p3k14c"
"Beta-339696","Las Capas","AA:12:111","USA","Arizona",2450,30,2517,-568,"Zea mays","maize",NA,-11.1,"AMS","2695 to 2639","2613 to 2594","2512 to 2507","2499 to 2412","2385 to 2370",NA,NA,"2702 to 2631","2617 to 2579","2574 to 2559","2542 to 2361",NA,NA,"p3k14c"
"Beta-339697","Las Capas","AA:12:111","USA","Arizona",2710,30,2808,-859,"Zea mays","maize",NA,-10.4,"AMS","2846 to 2816","2797 to 2765",NA,NA,NA,NA,NA,"2859 to 2757",NA,NA,NA,NA,NA,"p3k14c"
"Beta-340987","Hot Spring Lake Site","42Dv0002","USA","Utah",1220,30,1138,812,"Zea mays","Maize",NA,-9,"AMS","1240 to 1240","1176 to 1175","1165 to 1113","1108 to 1073",NA,NA,NA,"1263 to 1252","1248 to 1209","1177 to 1063",NA,NA,NA,"p3k14c"
"Beta-340988","Hot Spring Lake Site","42Dv0002","USA","Utah",1270,30,1221,729,"Zea mays","Maize",NA,-9,"AMS","1270 to 1204","1191 to 1183","1178 to 1177",NA,NA,NA,NA,"1286 to 1176","1162 to 1123","1089 to 1088",NA,NA,NA,"p3k14c"
"Beta-340989","Hot Spring Lake Site","42Dv0002","USA","Utah",1260,30,1217,733,"Zea mays","Maize",NA,-9.3,"AMS","1270 to 1205","1191 to 1183","1178 to 1176","1158 to 1153","1136 to 1134",NA,NA,"1281 to 1175","1163 to 1120","1096 to 1077",NA,NA,NA,"p3k14c"
"Beta-344167","Las Capas","AA:12:111","USA","Arizona",2520,30,2590,-641,"Zea mays","maize cob frag",NA,-9.7,"AMS","2723 to 2698","2635 to 2615","2589 to 2535","2532 to 2518",NA,NA,NA,"2737 to 2672","2655 to 2612","2600 to 2494",NA,NA,NA,"p3k14c"
"Beta-344168","Las Capas","AA:12:111","USA","Arizona",2540,30,2623,-674,"Zea mays","maize cob frag",NA,-10,"AMS","2739 to 2700","2632 to 2616","2583 to 2570","2562 to 2540","2523 to 2523",NA,NA,"2745 to 2688","2642 to 2613","2596 to 2496",NA,NA,NA,"p3k14c"
"Beta-344169","Las Capas","AA:12:111","USA","Arizona",2470,30,2575,-626,"Zea mays","maize",NA,-10.9,"AMS","2701 to 2632","2616 to 2581","2573 to 2560","2541 to 2489","2476 to 2470",NA,NA,"2715 to 2415","2384 to 2371",NA,NA,NA,NA,"p3k14c"
"Beta-344170","Las Capas","AZ AA:12:111","USA","Arizona",3990,30,4474,-2525,"Zea mays","Maize cupules",NA,-10.6,"AMS","4515 to 4479","4444 to 4419",NA,NA,NA,NA,NA,"4526 to 4409",NA,NA,NA,NA,NA,"p3k14c"
"Beta-344171","Las Capas","AZ AA:12:111","USA","Arizona",4930,30,5643,-3694,"Zea mays","Maize cupules",NA,-10.5,"AMS","5701 to 5698","5659 to 5597",NA,NA,NA,NA,NA,"5719 to 5594",NA,NA,NA,NA,NA,"p3k14c"
"Beta-345851","Spotten Cave","42Ut0104","USA","Utah",900,30,800,1150,"Zea mays","Maize",NA,-11.5,"AMS","900 to 870","796 to 768","765 to 737",NA,NA,NA,NA,"908 to 863","859 to 844","834 to 732",NA,NA,NA,"p3k14c"
"Beta-345853","Spotten Cave","42Ut0104","USA","Utah",900,30,800,1150,"Zea mays","Maize",NA,-11.4,"AMS","900 to 870","796 to 768","765 to 737",NA,NA,NA,NA,"908 to 863","859 to 844","834 to 732",NA,NA,NA,"p3k14c"
"Beta-345854","Spotten Cave","42Ut0104","USA","Utah",1040,30,944,1006,"Zea mays","Maize",NA,-8.8,"AMS","957 to 925",NA,NA,NA,NA,NA,NA,"1053 to 1028","997 to 911","842 to 837",NA,NA,NA,"p3k14c"
"Beta-346332",NA,"42Ka7165","USA","Utah",960,30,851,1099,"Zea mays","Zea Mays",NA,-9.8,NA,"916 to 902","868 to 818","812 to 799",NA,NA,NA,NA,"924 to 792",NA,NA,NA,NA,NA,"p3k14c"
"Beta-34934","Sheep Horn Alcove","42Ga0102","USA","Utah",1520,100,1417,533,"Zea mays","Zea Mays",NA,-11.5,NA,"1516 to 1482","1477 to 1431","1423 to 1342","1329 to 1312",NA,NA,NA,"1690 to 1672","1613 to 1273","1198 to 1193",NA,NA,NA,"p3k14c"
"Beta-34935","Sheep Horn Alcove","42Ga0102","USA","Utah",1180,70,1099,851,"Zea mays","Zea Mays",NA,-11.9,NA,"1176 to 1051","1032 to 991","983 to 977",NA,NA,NA,NA,"1272 to 1201","1192 to 1182","1179 to 957",NA,NA,NA,"p3k14c"
"Beta-34936","Pantry Alcove","42Ga0103","USA","Utah",1640,80,1520,430,"Zea mays","Zea Mays",NA,-12,NA,"1684 to 1679","1598 to 1595","1588 to 1412",NA,NA,NA,NA,"1703 to 1650","1646 to 1368",NA,NA,NA,NA,"p3k14c"
"Beta-34937","Pantry Alcove","42Ga0103","USA","Utah",1570,70,1455,495,"Zea mays","Zea Mays",NA,-12.1,NA,"1523 to 1388",NA,NA,NA,NA,NA,NA,"1682 to 1681","1586 to 1310",NA,NA,NA,NA,"p3k14c"
"Beta-34938","Triangle Cave","42Ga0288","USA","Utah",1570,80,1456,494,"Zea mays","Zea Mays",NA,-10.1,NA,"1531 to 1380",NA,NA,NA,NA,NA,NA,"1686 to 1677","1601 to 1307",NA,NA,NA,NA,"p3k14c"
"Beta-34939","Triangle Cave","42Ga0288","USA","Utah",1270,70,1193,757,"Zea mays","Zea Mays",NA,-11.2,"RADIOMETRIC","1285 to 1176","1162 to 1125",NA,NA,NA,NA,NA,"1303 to 1056","1025 to 1001",NA,NA,NA,NA,"p3k14c"
"Beta-34940","Triangle Cave","42Ga0288","USA","Utah",1480,50,1361,589,"Zea mays","Zea Mays",NA,-11,"RADIOMETRIC","1389 to 1310",NA,NA,NA,NA,NA,NA,"1513 to 1488","1474 to 1452","1439 to 1436","1418 to 1294",NA,NA,"p3k14c"
"Beta-34941","Triangle Cave","42Ga0288","USA","Utah",1770,90,1661,289,"Zea mays","Zea Mays",NA,-11.2,NA,"1743 to 1543",NA,NA,NA,NA,NA,NA,"1882 to 1511","1499 to 1496","1490 to 1473","1454 to 1416",NA,NA,"p3k14c"
"Beta-34942","Alvey Site","42Ka0172","USA","Utah",1690,80,1580,370,"Zea mays","Zea Mays",NA,-11.1,NA,"1701 to 1653","1643 to 1517","1481 to 1478","1430 to 1424",NA,NA,NA,"1736 to 1394",NA,NA,NA,NA,NA,"p3k14c"
"Beta-34943","Alvey Site","42Ka0172","USA","Utah",970,100,867,1083,"Zea mays","Zea Mays",NA,-10.6,NA,"957 to 773","757 to 749",NA,NA,NA,NA,NA,"1063 to 683",NA,NA,NA,NA,NA,"p3k14c"
"Beta-34944","Alvey Site","42Ka0172","USA","Utah",2260,90,2243,-294,"Zea mays","Zea Mays",NA,-10.8,NA,"2351 to 2146","2132 to 2128",NA,NA,NA,NA,NA,"2669 to 2657","2611 to 2601","2492 to 1998",NA,NA,NA,"p3k14c"
"Beta-34945","Gates Roost","42Ka0178","USA","Utah",1420,70,1327,623,"Zea mays","Zea Mays",NA,-9.8,NA,"1380 to 1284",NA,NA,NA,NA,NA,NA,"1511 to 1490","1472 to 1454","1416 to 1242","1237 to 1233","1228 to 1177",NA,"p3k14c"
"Beta-350462",NA,"42Dc3053","USA","Utah",1480,30,1356,594,"Zea mays","Zea Mays",NA,-8.8,NA,"1383 to 1344","1326 to 1314",NA,NA,NA,NA,NA,"1399 to 1307",NA,NA,NA,NA,NA,"p3k14c"
"Beta-350463",NA,"42Dc3053","USA","Utah",1400,30,1310,640,"Zea mays","Zea Mays",NA,-10.8,NA,"1342 to 1328","1311 to 1292",NA,NA,NA,NA,NA,"1349 to 1284",NA,NA,NA,NA,NA,"p3k14c"
"Beta-350465",NA,"42Dc3053","USA","Utah",1170,30,1088,862,"Zea mays","Zea Mays",NA,-10.9,NA,"1175 to 1163","1124 to 1058","1021 to 1007",NA,NA,NA,NA,"1175 to 1051","1033 to 976",NA,NA,NA,NA,"p3k14c"
"Beta-350468",NA,"42Cb3062","USA","Utah",1070,30,970,980,"Zea mays","Zea Mays",NA,-9.4,NA,"1050 to 1034","988 to 988","975 to 953","949 to 929",NA,NA,NA,"1056 to 1021","1007 to 925",NA,NA,NA,NA,"p3k14c"
"Beta-350473",NA,"42Cb3105","USA","Utah",910,30,824,1126,"Zea mays","Zea Mays",NA,-9.9,NA,"902 to 868","855 to 849","824 to 810","802 to 772","758 to 748",NA,NA,"909 to 842","835 to 736",NA,NA,NA,NA,"p3k14c"
"Beta-350478",NA,"42Dc3145","USA","Utah",1420,30,1324,626,"Zea mays","Zea Mays",NA,-9.5,NA,"1344 to 1323","1315 to 1299",NA,NA,NA,NA,NA,"1358 to 1290",NA,NA,NA,NA,NA,"p3k14c"
"Beta-350483",NA,"42Dc3367","USA","Utah",1460,30,1341,609,"Zea mays","Zea Mays",NA,-12.8,NA,"1357 to 1309",NA,NA,NA,NA,NA,NA,"1385 to 1302",NA,NA,NA,NA,NA,"p3k14c"
"Beta-350484",NA,"42Dc3367","USA","Utah",1400,30,1310,640,"Zea mays","Zea Mays",NA,-11.3,NA,"1342 to 1328","1311 to 1292",NA,NA,NA,NA,NA,"1349 to 1284",NA,NA,NA,NA,NA,"p3k14c"
"Beta-353659","Ant Bite","42Ws1147","USA","Utah",860,30,757,1193,"Zea mays","Maize",NA,-10.4,"AMS","783 to 730",NA,NA,NA,NA,NA,NA,"897 to 874","794 to 689",NA,NA,NA,NA,"p3k14c"
"Beta-353661","Ant Bite","42Ws1147","USA","Utah",960,30,851,1099,"Zea mays","Zea Mays",NA,-9.1,"AMS","916 to 902","868 to 818","812 to 799",NA,NA,NA,NA,"924 to 792",NA,NA,NA,NA,NA,"p3k14c"
"Beta-357026","Elsinore Burial","42Sv2111","USA","Utah",1180,30,1101,849,"Zea mays","Maize",NA,-9.9,"AMS","1175 to 1161","1144 to 1141","1129 to 1059",NA,NA,NA,NA,"1176 to 1051","1032 to 991","983 to 977",NA,NA,NA,"p3k14c"
"Beta-358013","Las Capas","AA:12:111","USA","Arizona",2380,30,2402,-453,"Zea mays","maize kernel",NA,-9.5,"AMS","2460 to 2457","2428 to 2347",NA,NA,NA,NA,NA,"2665 to 2660","2609 to 2604","2490 to 2342",NA,NA,NA,"p3k14c"
"Beta-358014","Las Capas","AA:12:111","USA","Arizona",2530,30,2612,-663,"Zea mays","maize",NA,-11.1,"AMS","2727 to 2699","2633 to 2616","2585 to 2537","2529 to 2519",NA,NA,NA,"2741 to 2681","2653 to 2653","2646 to 2612","2599 to 2494",NA,NA,"p3k14c"
"Beta-358015","Las Capas","AA:12:111","USA","Arizona",2650,30,2761,-812,"Zea mays","maize cupules",NA,-10.3,"AMS","2773 to 2744",NA,NA,NA,NA,NA,NA,"2846 to 2818","2787 to 2729",NA,NA,NA,NA,"p3k14c"
"Beta-360444","Eagles Watch","42KA6165","USA","Utah",1920,30,1835,115,"Zea mays","kernel",NA,-10.6,"AMS","1884 to 1819","1811 to 1788","1761 to 1749",NA,NA,NA,NA,"1924 to 1902","1894 to 1741",NA,NA,NA,NA,"p3k14c"
"Beta-360445","Eagles Watch","42KA6165","USA","Utah",1220,30,1138,812,"Zea mays","kernel",NA,-12.1,"AMS","1240 to 1240","1176 to 1175","1165 to 1113","1108 to 1073",NA,NA,NA,"1263 to 1252","1248 to 1209","1177 to 1063",NA,NA,NA,"p3k14c"
"Beta-360447","Eagles Watch","42KA6165","USA","Utah",1970,30,1900,50,"Zea mays","kernel",NA,-10.8,"AMS","1936 to 1868","1853 to 1838",NA,NA,NA,NA,NA,"1989 to 1960","1949 to 1827",NA,NA,NA,NA,"p3k14c"
"Beta-360448","Eagles Watch","42KA6165","USA","Utah",2080,30,2041,-92,"Zea mays","kernel",NA,-10.2,"AMS","2098 to 2082","2066 to 1995",NA,NA,NA,NA,NA,"2123 to 1981","1979 to 1975","1965 to 1944",NA,NA,NA,"p3k14c"
"Beta-360449","Eagles Watch","42KA6165","USA","Utah",1450,30,1334,616,"Zea mays","kernel",NA,-10.2,"AMS","1351 to 1308",NA,NA,NA,NA,NA,NA,"1379 to 1300",NA,NA,NA,NA,NA,"p3k14c"
"Beta-360450","Eagles Watch","42KA6165","USA","Utah",1210,30,1128,822,"Zea mays","kernel",NA,-10.3,"AMS","1175 to 1175","1166 to 1115","1105 to 1073",NA,NA,NA,NA,"1260 to 1255","1247 to 1210","1177 to 1059",NA,NA,NA,"p3k14c"
"Beta-360451","Eagles Watch","42KA6165","USA","Utah",1250,30,1208,742,"Zea mays","kernel",NA,-10.8,"AMS","1264 to 1208","1188 to 1186","1177 to 1176","1160 to 1128",NA,NA,NA,"1276 to 1197","1193 to 1175","1164 to 1113","1104 to 1073",NA,NA,"p3k14c"
"Beta-360453","Eagles Watch","42KA6165","USA","Utah",2980,30,3155,-1206,"Zea mays","kernel",NA,-10.4,"AMS","3210 to 3142","3125 to 3108","3093 to 3077",NA,NA,NA,NA,"3323 to 3302","3248 to 3061","3039 to 3034","3012 to 3007",NA,NA,"p3k14c"
"Beta-360454","Eagles Watch","42KA6165","USA","Utah",1580,30,1463,487,"Zea mays","kernel",NA,-10.3,"AMS","1515 to 1484","1476 to 1446","1444 to 1433","1421 to 1409",NA,NA,NA,"1529 to 1394",NA,NA,NA,NA,NA,"p3k14c"
"Beta-361242","Caldwell Village","42Un0095","USA","Utah",940,30,849,1101,"Zea mays","Maize",NA,-10.7,"AMS","909 to 898","888 to 884","874 to 843","835 to 794",NA,NA,NA,"921 to 783","779 to 776","753 to 753",NA,NA,NA,"p3k14c"
"Beta-361243","Caldwell Village","42Un0095","USA","Utah",870,30,764,1186,"Zea mays","Maize",NA,-9.7,"AMS","786 to 732",NA,NA,NA,NA,NA,NA,"901 to 869","852 to 851","819 to 812","799 to 689",NA,NA,"p3k14c"
"Beta-361244","Caldwell Village","42Un0095","USA","Utah",890,30,784,1166,"Zea mays","Maize",NA,-10.4,"AMS","897 to 889","883 to 875","793 to 735",NA,NA,NA,NA,"906 to 864","857 to 845","832 to 729",NA,NA,NA,"p3k14c"
"Beta-361245","Turner-Look","42Gr0314","USA","Utah",940,30,849,1101,"Zea mays","Maize",NA,-10.8,"AMS","909 to 898","888 to 884","874 to 843","835 to 794",NA,NA,NA,"921 to 783","779 to 776","753 to 753",NA,NA,NA,"p3k14c"
"Beta-361246","Turner-Look","42Gr0314","USA","Utah",940,30,849,1101,"Zea mays","Maize",NA,-10.7,"AMS","909 to 898","888 to 884","874 to 843","835 to 794",NA,NA,NA,"921 to 783","779 to 776","753 to 753",NA,NA,NA,"p3k14c"
"Beta-361247","Turner-Look","42Gr0314","USA","Utah",950,30,850,1100,"Zea mays","Maize",NA,-11.4,"AMS","912 to 901","869 to 797",NA,NA,NA,NA,NA,"922 to 788",NA,NA,NA,NA,NA,"p3k14c"
"Beta-361248","Turner-Look","42Gr0314","USA","Utah",960,30,851,1099,"Zea mays","Maize",NA,-10,"AMS","916 to 902","868 to 818","812 to 799",NA,NA,NA,NA,"924 to 792",NA,NA,NA,NA,NA,"p3k14c"
"Beta-361249","Wolf Village","42Ut0273","USA","Utah",900,30,800,1150,"Zea mays","Maize",NA,-10.8,"AMS","900 to 870","796 to 768","765 to 737",NA,NA,NA,NA,"908 to 863","859 to 844","834 to 732",NA,NA,NA,"p3k14c"
"Beta-361250","Wolf Village","42Ut0273","USA","Utah",1170,30,1088,862,"Zea mays","Maize",NA,-10.3,"AMS","1175 to 1163","1124 to 1058","1021 to 1007",NA,NA,NA,NA,"1175 to 1051","1033 to 976",NA,NA,NA,NA,"p3k14c"
"Beta-361251","Wolf Village","42Ut0273","USA","Utah",970,30,854,1096,"Zea mays","Maize",NA,-10.1,"AMS","921 to 902","868 to 853","850 to 820","811 to 800",NA,NA,NA,"928 to 896","893 to 792",NA,NA,NA,NA,"p3k14c"
"Beta-361252","Wolf Village","42Ut0273","USA","Utah",1290,30,1225,725,"Zea mays","Maize",NA,-9.4,"AMS","1278 to 1245","1212 to 1177",NA,NA,NA,NA,NA,"1290 to 1176","1158 to 1154",NA,NA,NA,NA,"p3k14c"
"Beta-362329","Antechamber Site","42Ka6163","USA","Utah",1550,30,1438,512,"Zea mays","Zea Mays",NA,-9.2,"AMS","1513 to 1488","1473 to 1452","1417 to 1381",NA,NA,NA,NA,"1518 to 1365",NA,NA,NA,NA,NA,"p3k14c"
"Beta-362330","Antechamber Site","42Ka6163","USA","Utah",1450,30,1334,616,"Zea mays","Zea Mays",NA,-8.7,"AMS","1351 to 1308",NA,NA,NA,NA,NA,NA,"1379 to 1300",NA,NA,NA,NA,NA,"p3k14c"
"Beta-362331","Paint Pot Village","42Ka6164","USA","Utah",1180,30,1101,849,"Zea mays","Zea Mays",NA,-10.5,"AMS","1175 to 1161","1144 to 1141","1129 to 1059",NA,NA,NA,NA,"1176 to 1051","1032 to 991","983 to 977",NA,NA,NA,"p3k14c"
"Beta-362332","Paint Pot Village","42Ka6164","USA","Utah",1180,30,1101,849,"Zea mays","Zea Mays",NA,-10.6,"AMS","1175 to 1161","1144 to 1141","1129 to 1059",NA,NA,NA,NA,"1176 to 1051","1032 to 991","983 to 977",NA,NA,NA,"p3k14c"
